Sociedad;Sucursal_QRM;Centro_SAP_WERKS;Almacen_SAP_LGORT;Codigo_Composto;Ubicacion
N105;Handley Quiñonez / Jalapa 2;N121;1372;N1211372;
N105;Handley Quiñonez / Quilalí;N121;1373;N1211373;
N105;Kbra Motors / Sebaco;N121;1374;N1211374;
N105;Super Moto Nicaragua / Bolonia;N121;1375;N1211375;
N105;Edgar Jacir / Managua;N121;1376;N1211376;
N105;Kbra Motors / Rivas;N121;1377;N1211377;
N105;Motos Bolonia / Managua;N121;1213;N1211213;
N105;Jose Segura / El Sauce;N121;1378;N1211378;
N105;TV OFFER / ALTAMIRA;N121;1379;N1211379;
N105;TV OFFER / METROCENTRO;N121;1380;N1211380;
N105;TV OFFER / GALERIAS SANTO DOMINGO;N121;1381;N1211381;
N105;Marilyn Calero / Sebaco;N121;1382;N1211382;
N105;SANDERS CASTILLO / ESQUIPULAS;N121;1383;N1211383;
N105;Yaritza Campos / Managua;N121;1384;N1211384;
N105;Meylin Medrano / Ciudad Sandino;N121;1385;N1211385;
N105;Rosa Erlinda García / Chinandega;N121;1386;N1211386;
N105;Grupo Monge / Jardin;N121;1387;N1211387;
N105;Grupo Monge / Chinandega;N121;1388;N1211388;
N105;Grupo Monge / Las Americas;N121;1389;N1211389;
N105;Grupo Monge / El Zumen;N121;1390;N1211390;
N105;Grupo Monge / Masaya;N121;1391;N1211391;
N105;Grupo Monge / Juigalpa;N121;1392;N1211392;
N105;Grupo Monge / Esteli;N121;1393;N1211393;
N105;Grupo Monge / Matagalpa;N121;1394;N1211394;
N105;Grupo Monge / Leon;N121;1395;N1211395;
N105;Grupo Monge / Granada;N121;1396;N1211396;
N105;Grupo Monge / Linda Vista;N121;1397;N1211397;
N105;Grupo Monge / Tipitapa;N121;1398;N1211398;
N105;Grupo Monge / Rivas;N121;1399;N1211399;
N105;Grupo Monge / Boaco;N121;1400;N1211400;
N105;Grupo Monge / Jinotepe;N121;1401;N1211401;
N105;Grupo Monge / Puerto Cabezas;N121;1402;N1211402;
N105;Grupo Monge / Jinotega;N121;1403;N1211403;
N105;Grupo Monge / Ocotal;N121;1404;N1211404;
N105;Grupo Monge / Bluefields;N121;1405;N1211405;
N105;Grupo Monge / Diriamba;N121;1406;N1211406;
N105;Grupo Monge / Nueva Guinea;N121;1407;N1211407;
N105;Grupo Monge / Rio Blanco;N121;1408;N1211408;
N105;Grupo Monge / Somoto;N121;1409;N1211409;
N105;Grupo Monge / Sebaco;N121;1410;N1211410;
N105;Grupo Monge / Huembes;N121;1411;N1211411;
N105;Grupo Monge / Multicentro Las Americas;N121;1412;N1211412;
N105;Grupo Monge / C Sandino;N121;1413;N1211413;
N105;Grupo Monge / Camoapa;N121;1414;N1211414;
N105;Grupo Monge / P Inter;N121;1415;N1211415;
N105;Grupo Monge / Nandaime;N121;1416;N1211416;
N105;Grupo Monge / S R Sur;N121;1417;N1211417;
N105;Grupo Monge / Chichigalpa;N121;1418;N1211418;
N105;Grupo Monge / Matiguas;N121;1419;N1211419;
N105;Grupo Monge / Viejo;N121;1420;N1211420;
N105;Grupo Monge / Masatepe;N121;1421;N1211421;
N105;Grupo Monge / Sto Tomas;N121;1422;N1211422;
N105;Grupo Monge / Siuna;N121;1423;N1211423;
N105;Grupo Monge / Nagarote;N121;1424;N1211424;
N105;Grupo Monge / El Rama;N121;1425;N1211425;
N105;Grupo Monge / San Carlos;N121;1426;N1211426;
N105;Grupo Monge / Metrocentro;N121;1427;N1211427;
N105;Grupo Monge / P Flores;N121;1428;N1211428;
N105;Grupo Monge / P Once;N121;1429;N1211429;
N105;Grupo Monge / Somotillo;N121;1430;N1211430;
N105;Grupo Monge / La Dalia;N121;1431;N1211431;
N105;Grupo Monge / Jalapa;N121;1432;N1211432;
N105;Grupo Monge / Bonanza;N121;1433;N1211433;
N105;Grupo Monge / Ometepe;N121;1434;N1211434;
N105;Grupo Monge / Ticuantepe;N121;1435;N1211435;
N105;Grupo Monge / S Miguelito;N121;1436;N1211436;
N105;Grupo Monge / Wiwili;N121;1437;N1211437;
N105;Grupo Monge / Condega;N121;1438;N1211438;
N105;Grupo Monge / El cua;N121;1439;N1211439;
N105;Grupo Monge / SJR Coco;N121;1440;N1211440;
N105;Grupo Monge / Quilali;N121;1441;N1211441;
N105;Grupo Monge / C Dario;N121;1442;N1211442;
N105;Grupo Monge / Esquipulas;N121;1443;N1211443;
N105;Grupo Monge / Waslala II;N121;1444;N1211444;
N105;Grupo Monge / Libertad;N121;1445;N1211445;
N105;Grupo Monge / P Natura;N121;1446;N1211446;
N105;Grupo Monge / EV Chinandega;N121;1447;N1211447;
N105;Grupo Monge / EV Masaya;N121;1448;N1211448;
N105;Grupo Monge / EV Matagalpa;N121;1449;N1211449;
N105;Grupo Monge / EV Bluefields;N121;1450;N1211450;
N105;Grupo Monge / EV Granada;N121;1451;N1211451;
N105;Grupo Monge / EV Americas;N121;1452;N1211452;
N105;Grupo Monge / EV Esteli;N121;1453;N1211453;
N105;Grupo Monge / EV Juigalpa;N121;1454;N1211454;
N105;Grupo Monge / EV Tipitapa;N121;1455;N1211455;
N105;Grupo Monge / EV Jinotega;N121;1456;N1211456;
N105;Grupo Monge / EV Leon;N121;1457;N1211457;
N105;Grupo Monge / EV Multicentro;N121;1458;N1211458;
N105;Grupo Monge / EV Jinotepe;N121;1459;N1211459;
N105;Grupo Monge / EV Rivas;N121;1460;N1211460;
N105;Grupo Monge / EV Boaco;N121;1461;N1211461;
N105;Grupo Monge / EV Ocotal;N121;1462;N1211462;
N105;Grupo Monge / EV Zumen;N121;1463;N1211463;
N105;Grupo Monge / EV Puerto Cabezas;N121;1464;N1211464;
N105;Grupo Monge / EV Las Brisas;N121;1465;N1211465;
N105;Grupo Monge / EV Nueva Guinea;N121;1467;N1211467;
N105;Grupo Monge / El Sauce;N121;1466;N1211466;
N105;Grupo Monge / Serp Managua;N121;1468;N1211468;
N105;Grupo Monge / Serp Masaya;N121;1469;N1211469;
N105;Grupo Monge / Serp Juigalpa;N121;1470;N1211470;
N105;Grupo Monge / Serp Chinandega;N121;1471;N1211471;
N105;Active Motors Multicentro;N121;1472;N1211472;
N105;JUAN SANCHEZ/ MANAGUA 2;N121;1477;N1211477;
N105;Handley Quinonez / Ocotal;N121;1479;N1211479;
N105;LESTHER MARTINEZ/ JINOTEGA;N121;1480;N1211480;
N105;TROPIGAS/ ALTAGRACIA;N121;1481;N1211481;
N105;TROPIGAS/ ISLA DE OMETEPE;N121;1482;N1211482;
N105;JULIET CARVAJAL/ MANAGUA;N121;1483;N1211483;
N105;Kbra Motors / Managua;N121;1485;N1211485;
N105;Julio Lazo / Managua;N121;1488;N1211488;
N105;Edgar Jacir / Rosita;N121;1490;N1211490;
N105;Rosa Erlinda García / Masaya;N121;1491;N1211491;
N105;Juan Zuniga / Wiwili Nueva Segovia;N121;1493;N1211493;
N105;Forland Chinandega;N131;1252;N1311252;
N105;Orlando Vallecillo / Managua;N121;1492;N1211492;
N105;Julio Lazo / Santo Tomas;N121;1494;N1211494;
N105;Meylin Medrano / Nagarote;N121;1495;N1211495;
N105;Marilyn Calero / Masaya;N121;1500;N1211500;
P103;Sucursal Punta Pacífica;P121;1212;P1211212;Oceanía Business Plaza, torre 3000, Planta Baja. Blvd. Pacífica. A un costado de Pacífica Salud Hospital Punta Pacífica
P103;Penonomé;P121;1301;P1211301;Boulevard Penonomé, al lado de Multibank, Local 34A, 34B
P103;Av. Ricardo J. Alfaro, Villa de la Fuente;P121;1213;P1211213;Tumba Muerto. A un costado de la Gasolinera TERPEL. hacia el Price Smart
P103;Sucursal Chiriqui Chery;P121;1226;P1211226;Avenida Francisco Clark frente a Electrysol
P103;Sucursal Chorrera;P121;1229;P1211229;
P103;Repuestos Tumba Muertos 1;P132;2200;P1322200;
P103;Repuestos Calle 50 Prival;P152;2200;P1522200;Calle 50 y calle 69, San Francisco
P103;Repuestos Costa Verde;P162;2200;P1622200;
P103;Tumba Muerto;P121;1207;P1211207;Tumba Muerto, Dos Mares, Ave Ricardo J. Alfaro.
P103;Costa del Este;P121;1223;P1211223;Plaza Time Square Center, Avenida del Sol.
P103;Costa Verde Uniplaza;P121;1218;P1211218;Costa Verde, Uniplaza, en La Chorrera
P103;Calle 50 AMW;P121;1249;P1211249;Calle 50, diagonal a la iglesia Nuestra Señora de Guadalupe.
P103;Calle 50;P121;1252;P1211252;
P103;David;P121;1246;P1211246;Avenida Francisco Clark frente a Electrysol
P103;Costa Verde Fortune Center;P121;1300;P1211300;Boulevard Costa Verde, Fortune Center, al lado de PriceSmart planta baja local 9,10 y 11
P103;Distribuidor Via Brasil;P121;1302;P1211302;
P103;Sucursal Via Tocumen- City Plaza;P121;1258;P1211258;
P103;Santiago;P121;1300;P1211300;Vía Interamericana, al lado de la estación  Terpel y Cochez
P103;Chitré;P121;1310;P1211310;
P105;TM1 - Av. Ricardo J. Alfaro, Villa de la Fuente;P311;1206;P3111206;50 calle
P105;TM2 - Ricardo J. Alfaro, Dos Mares;P311;1207;P3111207;Ave. Ricardo J. Alfaro, Dos mares
P105;Repuestos Calle 50 AMW;P312;2200;P3122200;Calle 50 AMW
P105;Repuestos Tumba Muertos 1;P332;2200;P3322200;Tumba Muertos 1
P105;Repuestos Tumba Muertos 2;P342;2200;P3422200;Tumba Muertos 2
P105;Online;PA05;PA00;PA05PA00;
P105;CDA;P311;1215;P3111215;
P105;Listo en CDA;P311;1216;P3111216;
P105;Sucursal Costa Verde;P311;1301;P3111301;Plaza fortune Center , a un costado del Price smart.
P105;Sucursal Penonome;P311;1300;P3111300;Boulevard penonome, a un costado de Lumicentro.
P105;Sucursal TM - Plaza Dos Mares;P311;1223;P3111223;
P105;Repuestos Penonome;P352;2200;P3522200;
P105;Sucursal Calle 50;P311;1226;P3111226;Frente de iglesia Guadalupe
P105;Calle 50 AMW;P311;1232;P3111232;
P105;Sucursal  David;P311;1229;P3111229;Av. Francisco Clark, David, Provincia de Chiriquí
P105;Sucursal Via Tocumen;P311;1235;P3111235;Av. Domingo Diaz, City plaza.
P105;Repuestos Calle 50 Prival;P382;2200;P3822200;
P105;Taller Calle 50 AMW;P312;;P312;
P105;Sucursal Santiago;P311;1305;P3111305;Via Interamericana
P105;Costa del Este;P311;1264;P3111264;Plaza Times Square Center
P105;Sucursal Chitre;P311;1267;P3111267;Av. Roberto Ramírez De Diego, Provincia de Herrera.
S101;Autopista Sur;S021;1230;S0211230;Autopista Sur y Avenida las Amapolas. Colonia San Mateo, San Salvador
S101;Grupo Q Santa Elena;S021;1231;S0211231;Blvd. y Urbanización Santa Elena, Apdo.Postal 01-55 Antiguo Cuscatlán, El Salvador
S101;San Miguel (Multimarca);S021;1232;S0211232;Carretera Panamericana Km 137, San Miguel
S101;Santa Ana;S021;1233;S0211233;Avenida Santa Ana Califonica y 23 calle poniente, Santa Ana
S101;Los Proceres;S021;1234;S0211234;Boulevard de Los Proceres, contiguo a CrediQ
S105;Motos Vento Sucursal Central;S211;1200;S2111200;
S105;Motos Soco Sucursal Central;S211;1201;S2111201;
S105;Motos Vento Autopista Sur;S211;1202;S2111202;
S105;Motos Soco Autopista Sur;S211;1203;S2111203;
S105;Motos Vento San Miguel;S211;1210;S2111210;
S105;Motos Soco San Miguel;S211;1211;S2111211;
S105;Repuestos Motos Los Proceres;S215;2200;S2152200;
S105;Repuestos Motos Autopista Sur;S222;2200;S2222200;
S105;Repuestos Motos San Miguel;S252;2200;S2522200;
S105;Taller Motos Los Proceres;S215;2300;S2152300;
S105;Taller Motos Autopista Sur;S222;2300;S2222300;
S105;Taller Motos San Miguel;S252;2300;S2522300;
S105;Motos Vento Santa Elena;S211;1212;S2111212;
S105;Motos Soco Santa Elena;S211;1213;S2111213;
S105;Motos Vento Santa Ana;S211;1214;S2111214;
S105;Motos Soco Santa Ana;S211;1215;S2111215;
S105;Repuestos Motos Santa Elena;S232;2200;S2322200;
S105;Repuestos Motos Santa Ana;S242;2200;S2422200;
S105;Taller Motos Santa Elena;S232;2300;S2322300;
S105;Taller Motos Santa Ana;S242;2300;S2422300;
S105;Vehículos Los Duraznos;S311;1200;S3111200;
S105;Vehiculos Autopista Sur;S311;1201;S3111201;
S105;Vehiculos San Miguel;S311;1202;S3111202;
S105;Vehiculos Santa Elena;S311;1203;S3111203;Bulevar Santa Elena y Calle Alegría, Edificio Interalia 1er Nivel
S105;Vehiculos Santa Ana;S311;1204;S3111204;
S105;Repuestos Vehículos Los Proceres;S312;2200;S3122200;
S105;Repuestos Vehículos Autopista Sur;S322;2200;S3222200;
S105;Repuestos Vehículos San Miguel;S352;2200;S3522200;
S105;Repuestos Vehículos Santa Elena;S332;2200;S3322200;
S105;Repuestos Vehículos Santa Ana;S342;2200;S3422200;
S105;Taller Vehículos Los Proceres;S315;2300;S3152300;
S105;Taller Vehículos Autopista Sur;S325;2300;S3252300;
S105;Taller Vehículos San Miguel;S355;2300;S3552300;
S105;Taller Vehículos Santa Elena;S335;2300;S3352300;
S105;Taller Vehículos Santa Ana;S345;2300;S3452300;
S105;CDA Vehículos;S311;1210;S3111210;
S206;Santa Elena;S421;1230;S4211230;
S206;San Miguel;S421;1232;S4211232;Carretera Panamericana Km. 132 y Av. Olomega, GrupoQ, Edificio Automall, San Miguel
S206;Santa Ana;S421;1233;S4211233;Avenida Santa Ana California y 23 Calle Poniente, Santa Ana
